rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
46,top-100-forks,spring-boot,80345,41875,Java,https://github.com/spring-projects/spring-boot,spring-projects,473,2026-04-03T14:31:45Z,"Spring Boot helps you to create Spring-powered, production-grade applications and services with absolute minimum fuss."
47,top-100-forks,JavaScript30,29090,41788,HTML,https://github.com/wesbos/JavaScript30,wesbos,0,2025-01-07T12:29:05Z,30 Day Vanilla JS Challenge
48,top-100-forks,websites,339,39305,Vue,https://github.com/RikkaApps/websites,RikkaApps,1561,2024-08-21T11:46:47Z,Websites for Rikka apps.
49,top-100-forks,vscode,183463,39040,TypeScript,https://github.com/microsoft/vscode,microsoft,14538,2026-04-06T02:44:24Z,Visual Studio Code
50,top-100-forks,bitcoin,88701,38880,C++,https://github.com/bitcoin/bitcoin,bitcoin,356,2026-04-04T00:46:56Z,Bitcoin Core integration/staging tree
51,top-100-forks,spring-framework,59810,38880,Java,https://github.com/spring-projects/spring-framework,spring-projects,304,2026-04-05T16:50:00Z,Spring Framework
52,top-100-forks,core,86006,37167,Python,https://github.com/home-assistant/core,home-assistant,2885,2026-04-05T22:23:26Z,:house_with_garden: Open source home automation that puts local control and privacy first.
53,top-100-forks,RepData_PeerAssessment1,108,36909,,https://github.com/rdpeng/RepData_PeerAssessment1,rdpeng,7,2024-08-17T20:06:41Z,Peer Assessment 1 for Reproducible Research
54,top-100-forks,swot,1170,36536,Ruby,https://github.com/leereilly/swot,leereilly,0,2025-09-13T20:17:03Z,Archived — SWOT delighted millions of students with GitHub discounts and saved bazillions of review hours. Follow JetBrains/swot  for future updates.
55,top-100-forks,three.js,111780,36320,JavaScript,https://github.com/mrdoob/three.js,mrdoob,404,2026-04-05T20:35:29Z,JavaScript 3D Library.
56,top-100-forks,node,116561,35255,JavaScript,https://github.com/nodejs/node,nodejs,1776,2026-04-05T22:31:14Z,Node.js JavaScript runtime ✨🐢🚀✨
57,top-100-forks,jekyll-now,8402,35121,CSS,https://github.com/barryclark/jekyll-now,barryclark,155,2024-08-19T16:05:35Z,"Build a Jekyll blog in minutes, without touching the command line."
58,top-100-forks,cpython,72167,34379,Python,https://github.com/python/cpython,python,7167,2026-04-05T23:49:48Z,The Python programming language
59,top-100-forks,project-based-learning,262431,34128,,https://github.com/practical-tutorials/project-based-learning,practical-tutorials,145,2024-08-15T05:33:54Z,Curated list of project-based tutorials
60,top-100-forks,awesome,452310,33982,,https://github.com/sindresorhus/awesome,sindresorhus,15,2026-04-02T16:30:33Z,😎 Awesome lists about all kinds of interesting topics
61,top-100-forks,system-prompts-and-models-of-ai-tools,134483,33870,,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,x1xhlol,90,2026-03-28T16:58:37Z,"FULL Augment Code, Claude Code, Cluely, CodeBuddy, Comet, Cursor, Devin AI, Junie, Kiro, Leap.new, Lovable, Manus, NotionAI, Orchids.app, Perplexity, Poke, Qoder, Replit, Same.dev, Trae, Traycer AI, VSCode Agent, Warp.dev, Windsurf, Xcode, Z.ai Code, Dia & v0. (And other Open Sourced) System Prompts, Internal Tools & AI Models"
62,top-100-forks,vue,209884,33837,TypeScript,https://github.com/vuejs/vue,vuejs,359,2024-10-10T07:24:15Z,"This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core"
63,top-100-forks,django,87175,33803,Python,https://github.com/django/django,django,0,2026-04-03T19:30:16Z,The Web framework for perfectionists with deadlines.
64,top-100-forks,You-Dont-Know-JS,184520,33603,,https://github.com/getify/You-Dont-Know-JS,getify,0,2026-02-15T04:36:44Z,A book series (2 published editions) on the JS language.
65,top-100-forks,simple-java-maven-app,534,33195,Shell,https://github.com/jenkins-docs/simple-java-maven-app,jenkins-docs,0,2026-02-17T16:42:59Z,For an introductory tutorial on how to use Jenkins to build a simple Java application with Maven.
66,top-100-forks,transformers,158849,32746,Python,https://github.com/huggingface/transformers,huggingface,1081,2026-04-05T18:19:28Z,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. "
67,top-100-forks,material-ui,98018,32688,JavaScript,https://github.com/mui/material-ui,mui,1529,2026-04-05T17:10:10Z,Material UI: Comprehensive React component library that implements Google's Material Design. Free forever.
68,top-100-forks,github-readme-stats,78968,32172,JavaScript,https://github.com/anuraghazra/github-readme-stats,anuraghazra,160,2026-03-31T00:50:07Z,:zap: Dynamically generated stats for your github readmes
69,top-100-forks,odoo,49933,31998,Python,https://github.com/odoo/odoo,odoo,3614,2026-04-06T01:42:32Z,Odoo. Open Source Apps To Grow Your Business.
70,top-100-forks,BPB-Worker-Panel,10207,31587,TypeScript,https://github.com/bia-pain-bache/BPB-Worker-Panel,bia-pain-bache,7,2026-02-24T13:54:37Z,"A GUI Panel providing Worker subscriptions for VLESS, Trojan and Warp configs alongside a private DoH server and chain proxies, offering full DNS, clean IP,  Fragment, Warp, Warp pro and routing settings for cross-platform clients using Amnezia, Wireguard, Sing-box, Clash/Mihomo and Xray cores."
71,top-100-forks,javascript-algorithms,195777,31088,JavaScript,https://github.com/trekhleb/javascript-algorithms,trekhleb,138,2026-02-18T09:20:06Z,📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings
72,top-100-forks,courses,4115,31067,HTML,https://github.com/DataScienceSpecialization/courses,DataScienceSpecialization,27,2021-03-30T06:51:57Z,Course materials for the Data Science Specialization: https://www.coursera.org/specialization/jhudatascience/1
73,top-100-forks,MoonTV,1898,31037,TypeScript,https://github.com/samqin123/MoonTV,samqin123,0,2025-08-04T18:35:00Z,
74,top-100-forks,next.js,138649,30766,JavaScript,https://github.com/vercel/next.js,vercel,2106,2026-04-06T00:47:25Z,The React Framework
75,top-100-forks,DefinitelyTyped,51151,30565,TypeScript,https://github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,568,2026-04-06T00:09:28Z,The repository for high quality TypeScript type definitions.
76,top-100-forks,vue-element-admin,90294,30548,Vue,https://github.com/PanJiaChen/vue-element-admin,PanJiaChen,1256,2024-10-24T11:25:46Z,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin
77,top-100-forks,stable-diffusion-webui,162148,30221,Python,https://github.com/AUTOMATIC1111/stable-diffusion-webui,AUTOMATIC1111,2406,2026-03-02T07:00:53Z,Stable Diffusion web UI
78,top-100-forks,flutter,175843,30218,Dart,https://github.com/flutter/flutter,flutter,12208,2026-04-05T17:25:52Z,Flutter makes it easy and fast to build beautiful apps for mobile and beyond
79,top-100-forks,mall,83298,29678,Java,https://github.com/macrozheng/mall,macrozheng,10,2026-03-06T07:30:02Z,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于Spring Boot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。
80,top-100-forks,spark,43088,29149,Scala,https://github.com/apache/spark,apache,27,2026-04-06T01:47:25Z,Apache Spark - A unified analytics engine for large-scale data processing
81,top-100-forks,jbbmo-Introduction-to-Git-and-GitHub,83,28991,Python,https://github.com/ibm-developer-skills-network/jbbmo-Introduction-to-Git-and-GitHub,ibm-developer-skills-network,14,2024-08-21T13:03:30Z,Introduction to Git and GitHub
82,top-100-forks,daily_stock_analysis,28146,28908,Python,https://github.com/ZhuLinsen/daily_stock_analysis,ZhuLinsen,47,2026-04-05T03:35:01Z,LLM驱动的 A/H/美股智能分析器：多数据源行情 + 实时新闻 + LLM决策仪表盘 + 多渠道推送，零成本定时运行，纯白嫖. LLM-powered stock analysis system for A/H/US markets.
83,top-100-forks,spring-petclinic,9094,28878,CSS,https://github.com/spring-projects/spring-petclinic,spring-projects,1,2026-03-11T07:09:31Z,A sample Spring-based application
84,top-100-forks,dotfiles,21699,28490,Shell,https://github.com/lewagon/dotfiles,lewagon,1,2025-12-02T09:42:55Z,Default configuration for Le Wagon's students
85,top-100-forks,free-programming-books-zh_CN,116537,28297,,https://github.com/justjavac/free-programming-books-zh_CN,justjavac,0,2024-07-15T08:55:20Z,:books: 免费的计算机编程类中文书籍，欢迎投稿
86,top-100-forks,git,60116,27790,C,https://github.com/git/git,git,0,2026-04-04T04:05:15Z,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.
87,top-100-forks,awesome-python,290882,27585,Python,https://github.com/vinta/awesome-python,vinta,0,2026-04-04T09:28:06Z,"An opinionated list of Python frameworks, libraries, tools, and resources"
88,top-100-forks,pytorch,98821,27411,Python,https://github.com/pytorch/pytorch,pytorch,16052,2026-04-06T03:50:29Z,Tensors and Dynamic neural networks in Python with strong GPU acceleration
89,top-100-forks,mslearn-tailspin-spacegame-web,215,27364,Shell,https://github.com/MicrosoftDocs/mslearn-tailspin-spacegame-web,MicrosoftDocs,23,2025-05-22T15:13:37Z,Code used in Microsoft Learn modules to support Azure DevOps
90,top-100-forks,learning-area,7554,27371,HTML,https://github.com/mdn/learning-area,mdn,1,2026-03-24T17:01:07Z,GitHub repo for the MDN Learning Area. 
91,top-100-forks,java-design-patterns,93861,27367,Java,https://github.com/iluwatar/java-design-patterns,iluwatar,139,2026-03-20T21:23:33Z,Design patterns implemented in Java
92,top-100-forks,minimal-mistakes,13452,27309,HTML,https://github.com/mmistakes/minimal-mistakes,mmistakes,22,2026-03-11T07:35:51Z,":triangular_ruler: Jekyll theme for building a personal site, blog, project documentation, or portfolio."
93,top-100-forks,angular.js,58860,27187,JavaScript,https://github.com/angular/angular.js,angular,389,2024-04-12T17:43:16Z,AngularJS - HTML enhanced for web apps!
94,top-100-forks,angular,100106,27144,TypeScript,https://github.com/angular/angular,angular,999,2026-04-04T00:40:10Z,Deliver web apps with confidence 🚀
95,top-100-forks,LibreTV,13299,27093,JavaScript,https://github.com/LibreSpark/LibreTV,LibreSpark,91,2025-08-12T12:56:19Z,一分钟搭建影视站，支持Vercel/Docker等部署方式
96,top-100-forks,create-react-app,103719,27094,JavaScript,https://github.com/facebook/create-react-app,facebook,1855,2025-02-15T01:32:11Z,Set up a modern web app by running one command.
97,top-100-forks,scikit-learn,65632,26871,Python,https://github.com/scikit-learn/scikit-learn,scikit-learn,1558,2026-04-04T17:00:40Z,scikit-learn: machine learning in Python
98,top-100-forks,assets,5271,26761,Go,https://github.com/trustwallet/assets,trustwallet,0,2026-04-03T13:12:32Z,"A comprehensive, up-to-date collection of information about several thousands (!) of crypto tokens."
99,top-100-forks,javascript,148103,26734,JavaScript,https://github.com/airbnb/javascript,airbnb,102,2026-02-24T14:05:16Z,JavaScript Style Guide
100,top-100-forks,dubbo,41684,26514,Java,https://github.com/apache/dubbo,apache,818,2026-04-01T06:53:52Z,The java implementation of Apache Dubbo. An RPC and microservice framework.
1,ActionScript,VVVVVV,7935,592,ActionScript,https://github.com/TerryCavanagh/VVVVVV,TerryCavanagh,30,2026-02-26T01:32:55Z,The source code to VVVVVV! http://thelettervsixtim.es/
2,ActionScript,open-source-flash,7317,111,ActionScript,https://github.com/open-source-flash/open-source-flash,open-source-flash,25,2021-02-24T08:44:01Z,Petition to open source Flash and Shockwave spec
3,ActionScript,Starling-Framework,3041,817,ActionScript,https://github.com/Gamua/Starling-Framework,Gamua,78,2026-02-22T21:30:04Z,The Cross Platform Game Engine
4,ActionScript,webcamjs,2508,1108,ActionScript,https://github.com/jhuckaby/webcamjs,jhuckaby,154,2020-04-22T07:50:12Z,HTML5 Webcam Image Capture Library with Flash Fallback
5,ActionScript,as3corelib,1499,449,ActionScript,https://github.com/mikechambers/as3corelib,mikechambers,106,2024-08-18T20:22:14Z," An ActionScript 3 Library that contains a number of classes and utilities for working with ActionScript? 3. These include classes for MD5 and SHA 1 hashing, Image encoders, and JSON serialization as well as general String, Number and Date APIs."
6,ActionScript,mapgen2,1365,212,ActionScript,https://github.com/amitp/mapgen2,amitp,1,2025-05-07T23:38:10Z,"Map generator for games written in Flash. *There's an HTML5 version* on github/redblobgames/mapgen2 . Generates island maps with a focus on mountains, rivers, coastlines."
7,ActionScript,scratch-flash,1356,514,ActionScript,https://github.com/scratchfoundation/scratch-flash,scratchfoundation,0,2019-02-05T18:30:34Z,Open source version of the Scratch 2.0 project editor.  This is the basis for the online and offline versions of Scratch found on the website.
8,ActionScript,flixel,1140,195,ActionScript,https://github.com/AdamAtomic/flixel,AdamAtomic,68,2015-11-05T01:35:36Z,"flixel is a free Actionscript (Flash) library that I distilled from a variety of Flash games that I've worked on over the last couple years, including Gravity Hook, Fathom and Canabalt.  It's primary function is to provide some useful base classes that you can extend to make your own game objects."
9,ActionScript,as3-signals,1062,200,ActionScript,https://github.com/robertpenner/as3-signals,robertpenner,4,2025-05-19T18:05:34Z,"Signals is a new approach for AS3 events, inspired by C# events and signals/slots in Qt. "
10,ActionScript,bfxr,1023,91,ActionScript,https://github.com/increpare/bfxr,increpare,10,2025-04-17T12:18:05Z,Flash + AIR sound effects generator.   Based on Sfxr.
11,ActionScript,robotlegs-framework,963,255,ActionScript,https://github.com/robotlegs/robotlegs-framework,robotlegs,14,2020-06-16T09:09:56Z,An ActionScript 3 application framework for Flash and Flex
12,ActionScript,malware-samples,933,200,ActionScript,https://github.com/InQuest/malware-samples,InQuest,0,2024-03-26T03:51:41Z,"A collection of malware samples and relevant dissection information, most probably referenced from http://blog.inquest.net"
13,ActionScript,feathersui-starling,914,383,ActionScript,https://github.com/feathersui/feathersui-starling,feathersui,165,2026-01-22T22:20:03Z,"User interface components for Starling Framework, ActionScript 3, and Adobe AIR"
14,ActionScript,flashls,745,261,ActionScript,https://github.com/mangui/flashls,mangui,167,2018-11-19T15:02:08Z,"HLS Flash Plugin/Player (Chromeless,OSMF,FlowPlayer,mediaelement.js,video.js,Clappr)"
15,ActionScript,VirtualCockroach,709,50,ActionScript,https://github.com/FerryYoungFan/VirtualCockroach,FerryYoungFan,31,2019-09-24T09:47:41Z,"一只蟑螂桌面“宠物” Cockroach Desktop ""Pet"""
